Rank,Pokemon,UsagePercent
1,Garchomp,24.51261
2,Tyranitar,23.16514
3,Politoed,20.64220
4,Ferrothorn,20.26950
5,Jirachi,18.17661
6,Heatran,17.71789
7,Scizor,17.60321
8,Starmie,16.77179
9,Latios,15.73968
10,Dragonite,14.85092
11,Landorus-Therian,14.65023
12,Keldeo,13.79014
13,Rotom-Wash,13.76147
14,Skarmory,13.76147
15,Breloom,11.06651
16,Alakazam,10.52179
17,Volcarona,9.89106
18,Latias,9.89106
19,Tentacruel,9.46101
20,Ninetales,8.91628
21,Jellicent,8.68693
22,Celebi,8.34289
23,Magnezone,7.45413
24,Tornadus,7.36812
25,Reuniclus,7.31078
26,Forretress,7.31078
27,Venusaur,7.13876
28,Gengar,6.82339
29,Terrakion,6.56537
30,Thundurus-Therian,6.36468
31,Gliscor,6.22133
32,Dugtrio,6.13532
33,Hydreigon,5.84862
34,Vaporeon,5.70528
35,Hippowdon,5.61927
36,Gastrodon,5.50459
37,Toxicroak,5.13188
38,Gyarados,5.01720
39,Mamoswine,4.98853
40,Kyurem-Black,4.93119
41,Espeon,4.38647
42,Salamence,4.32913
43,Mew,3.81307
44,Lucario,3.72706
45,Haxorus,3.72706
46,Donphan,3.64106
47,Conkeldurr,3.46904
48,Infernape,3.35436
49,Charizard,3.35436
50,Jolteon,3.15367
51,Victini,3.12500
52,Weavile,2.49427
53,Arcanine,2.37959
54,Darmanitan,2.26491
55,Amoonguss,2.23624
56,Sableye,2.20757
57,Umbreon,2.17890
58,Metagross,2.17890
59,Chansey,2.15023
60,Azumarill,2.03555
61,Bisharp,1.94954
62,Abomasnow,1.94954
63,Mienshao,1.94954
64,Raikou,1.80619
65,Hitmontop,1.77752
66,Blissey,1.63417
67,Kingdra,1.63417
68,Smeargle,1.60550
69,Zapdos,1.60550
70,Xatu,1.51950
71,Stoutland,1.51950
72,Froslass,1.49083
73,Ninjask,1.49083
74,Zoroark,1.46216
75,Staraptor,1.46216
76,Moltres,1.43349
77,Chandelure,1.40482
78,Sceptile,1.34748
79,Milotic,1.34748
80,Snorlax,1.31881
81,Aerodactyl,1.23280
82,Eelektross,1.20413
83,Scrafty,1.17546
84,Gothitelle,1.14679
85,Kyurem,1.14679
86,Cloyster,1.14679
87,Magmortar,1.11812
88,Roserade,1.11812
89,Blastoise,1.08945
90,Bronzong,1.08945
91,Serperior,1.08945
92,Lapras,1.06078
93,Cinccino,1.06078
94,Slowbro,1.03211
95,Mr. Mime,1.03211
96,Nidoking,1.00344
97,Swampert,0.97477
98,Cresselia,0.94610
99,Parasect,0.91743
100,Togekiss,0.91743
101,Samurott,0.91743
102,Archeops,0.91743
103,Wobbuffet,0.88876
104,Victreebel,0.88876
105,Feraligatr,0.86009
106,Riolu,0.83142
107,Ludicolo,0.83142
108,Raichu,0.77408
109,Clefable,0.74541
110,Azelf,0.74541
111,Empoleon,0.68807
112,Altaria,0.68807
113,Sigilyph,0.63073
114,Walrein,0.60206
115,Exeggutor,0.60206
116,Braviary,0.60206
117,Shuckle,0.60206
118,Electivire,0.60206
119,Crobat,0.57339
120,Quagsire,0.57339
121,Crawdaunt,0.54472
122,Galvantula,0.54472
123,Kabutops,0.54472
124,Rotom-Heat,0.54472
125,Porygon-Z,0.54472
126,Typhlosion,0.54472
127,Scolipede,0.54472
128,Glaceon,0.54472
129,Meganium,0.54472
130,Tangrowth,0.51606
131,Mismagius,0.51606
132,Luxray,0.51606
133,Machamp,0.48739
134,Porygon2,0.48739
135,Sawsbuck,0.48739
136,Pikachu,0.45872
137,Aron,0.45872
138,Honchkrow,0.45872
139,Leafeon,0.45872
140,Flygon,0.45872
141,Uxie,0.43005
142,Articuno,0.43005
143,Jumpluff,0.43005
144,Golurk,0.43005
145,Suicune,0.43005
146,Krookodile,0.40138
147,Lopunny,0.40138
148,Gigalith,0.40138
149,Slowking,0.37271
150,Cradily,0.37271
151,Emboar,0.34404
152,Heracross,0.34404
153,Virizion,0.34404
154,Mightyena,0.34404
155,Ampharos,0.31537
156,Cofagrigus,0.31537
157,Drapion,0.31537
158,Lilligant,0.31537
159,Pidgeot,0.31537
160,Absol,0.28670
161,Aggron,0.28670
162,Gallade,0.28670
163,Shaymin,0.28670
164,Durant,0.25803
165,Steelix,0.25803
166,Liepard,0.25803
167,Meloetta,0.25803
168,Dusclops,0.25803
169,Escavalier,0.25803
170,Venomoth,0.22936
171,Magneton,0.22936
172,Muk,0.22936
173,Lanturn,0.20069
174,Spiritomb,0.20069
175,Gardevoir,0.20069
176,Chimecho,0.20069
177,Manectric,0.20069
178,Entei,0.20069
179,Yanmega,0.20069
180,Ambipom,0.20069
181,Hitmonlee,0.20069
182,Golem,0.20069
183,Miltank,0.20069
184,Sharpedo,0.17202
185,Exploud,0.17202
186,Unfezant,0.17202
187,Ditto,0.17202
188,Whimsicott,0.17202
189,Simisage,0.17202
190,Mandibuzz,0.17202
191,Pineco,0.17202
192,Sandslash,0.17202
193,Sawk,0.17202
194,Tropius,0.17202
195,Torterra,0.17202
196,Dewgong,0.17202
197,Swellow,0.14335
198,Magnemite,0.14335
199,Linoone,0.14335
200,Swanna,0.14335
201,Claydol,0.14335
202,Weezing,0.14335
203,Nidoqueen,0.14335
204,Dusknoir,0.14335
205,Medicham,0.14335
206,Crustle,0.14335
207,Rhyperior,0.14335
208,Rapidash,0.14335
209,Poliwrath,0.11468
210,Omastar,0.11468
211,Floatzel,0.11468
212,Electabuzz,0.11468
213,Scraggy,0.11468
214,Camerupt,0.11468
215,Cacturne,0.11468
216,Klinklang,0.11468
217,Flareon,0.11468
218,Stunfisk,0.11468
219,Regice,0.11468
220,Armaldo,0.11468
221,Bibarel,0.08601
222,Zebstrika,0.08601
223,Aipom,0.08601
224,Alomomola,0.08601
225,Leavanny,0.08601
226,Hitmonchan,0.08601
227,Qwilfish,0.08601
228,Ferroseed,0.08601
229,Houndoom,0.08601
230,Whiscash,0.08601
231,Onix,0.08601
232,Rotom-Frost,0.08601
233,Rhydon,0.08601
234,Koffing,0.08601
235,Hippopotas,0.08601
236,Tauros,0.08601
237,Lileep,0.08601
238,Vileplume,0.08601
239,Dragonair,0.08601
240,Tentacool,0.08601
241,Rampardos,0.08601
242,Misdreavus,0.08601
243,Haunter,0.08601
244,Simisear,0.08601
245,Emolga,0.05734
246,Mawile,0.05734
247,Seismitoad,0.05734
248,Druddigon,0.05734
249,Rotom-Mow,0.05734
250,Torkoal,0.05734
251,Electrode,0.05734
252,Jynx,0.05734
253,Sudowoodo,0.05734
254,Carracosta,0.05734
255,Cobalion,0.05734
256,Mesprit,0.05734
257,Magikarp,0.05734
258,Rattata,0.05734
259,Vanilluxe,0.05734
260,Lumineon,0.05734
261,Rotom-Fan,0.05734
262,Buizel,0.05734
263,Beheeyem,0.05734
264,Dunsparce,0.05734
265,Gorebyss,0.05734
266,Musharna,0.05734
267,Pinsir,0.05734
268,Arbok,0.05734
269,Relicanth,0.05734
270,Gurdurr,0.05734
271,Charmander,0.05734
272,Probopass,0.05734
273,Garbodor,0.05734
274,Marowak,0.05734
275,Bellossom,0.05734
276,Pelipper,0.05734
277,Ursaring,0.05734
278,Kingler,0.05734
279,Munchlax,0.05734
280,Accelgor,0.05734
281,Shiftry,0.05734
282,Cryogonal,0.05734
283,Buneary,0.02867
284,Deino,0.02867
285,Tangela,0.02867
286,Raticate,0.02867
287,Regirock,0.02867
288,Gabite,0.02867
289,Butterfree,0.02867
290,Cherrim,0.02867
291,Vanillish,0.02867
292,Regigigas,0.02867
293,Dodrio,0.02867
294,Octillery,0.02867
295,Treecko,0.02867
296,Swoobat,0.02867
297,Kangaskhan,0.02867
298,Slowpoke,0.02867
299,Zangoose,0.02867
300,Tepig,0.02867
