Rank,Pokemon,UsagePercent
1,Landorus-Therian,30.12812
2,Tapu Koko,17.85923
3,Greninja-Ash,15.20621
4,Ferrothorn,13.39929
5,Kartana,12.14961
6,Toxapex,11.89667
7,Magearna,11.70923
8,Heatran,11.57290
9,Blacephalon,9.23486
10,Tapu Lele,9.16707
11,Greninja,8.85911
12,Celesteela,7.97757
13,Zygarde,7.95236
14,Excadrill,7.94529
15,Garchomp,7.60851
16,Mimikyu,7.56582
17,Tyranitar,7.48528
18,Scizor-Mega,7.08529
19,Hawlucha,7.03889
20,Chansey,7.03237
21,Tapu Bulu,6.91613
22,Zapdos,6.79625
23,Lopunny-Mega,6.59500
24,Charizard-Mega-X,6.31023
25,Dragonite,6.26431
26,Skarmory,6.14402
27,Bisharp,6.11728
28,Volcarona,6.05616
29,Clefable,5.86792
30,Tapu Fini,5.77390
31,Magnezone,5.63083
32,Gengar,5.39273
33,Charizard-Mega-Y,5.16093
34,Latios,5.12761
35,Venusaur-Mega,5.04062
36,Alakazam-Mega,4.83367
37,Keldeo,4.62672
38,Mew,4.62003
39,Tangrowth,4.54336
40,Kyurem-Black,4.44617
41,Marowak-Alola,4.29376
42,Pinsir-Mega,4.24798
43,Pelipper,4.23062
44,Rotom-Wash,4.21257
45,Swampert-Mega,4.18213
46,Gliscor,4.15314
47,Medicham-Mega,4.13651
48,Gyarados-Mega,3.92916
49,Mawile-Mega,3.89438
50,Lycanroc-Dusk,3.76606
51,Diancie-Mega,3.70374
52,Victini,3.68220
53,Stakataka,3.64552
54,Serperior,3.27146
55,Ninetales-Alola,3.26004
56,Tyranitar-Mega,3.19812
57,Weavile,3.15987
58,Sableye-Mega,2.84956
59,Azumarill,2.67819
60,Kommo-o,2.65500
61,Kingdra,2.60826
62,Gyarados,2.32365
63,Infernape,2.25044
64,Jirachi,2.11795
65,Beedrill-Mega,2.09825
66,Breloom,2.06210
67,Xurkitree,2.05468
68,Scizor,2.00829
69,Salamence,1.97759
70,Ribombee,1.89894
