Rank,Pokemon,UsagePercent
1,Snorlax,65.37780
2,Cloyster,42.47344
3,Zapdos,27.71547
4,Tyranitar,26.97757
5,Raikou,24.40968
6,Exeggutor,22.99292
7,Skarmory,21.28099
8,Marowak,20.48406
9,Machamp,19.42149
10,Forretress,19.09681
11,Gengar,18.80165
12,Blissey,17.97521
13,Starmie,17.38489
14,Charizard,17.32586
15,Steelix,13.31169
16,Vaporeon,11.65880
17,Golem,11.39315
18,Suicune,10.59622
19,Venusaur,10.47816
20,Nidoking,10.03542
21,Umbreon,9.94687
22,Heracross,9.62220
23,Jynx,8.11688
24,Miltank,7.34947
25,Misdreavus,7.31995
26,Dragonite,6.64109
27,Houndoom,6.43447
28,Jumpluff,5.60803
29,Typhlosion,5.22432
30,Scizor,5.19481
31,Jolteon,4.87013
32,Alakazam,4.81110
33,Espeon,4.57497
34,Smeargle,4.45691
35,Aerodactyl,3.86659
36,Rhydon,3.30579
37,Kingdra,3.04014
38,Quagsire,2.68595
39,Blastoise,2.62692
40,Ampharos,2.47934
41,Lanturn,2.42031
42,Meganium,2.27273
43,Donphan,2.18418
44,Pikachu,2.06612
45,Feraligatr,1.91854
46,Moltres,1.71192
47,Tauros,1.65289
48,Tentacruel,1.59386
49,Qwilfish,1.38725
50,Arcanine,1.35773
51,Crobat,1.35773
52,Furret,1.35773
53,Noctowl,1.26919
54,Gyarados,1.21015
55,Lapras,1.18064
56,Scyther,1.18064
57,Articuno,1.12161
58,Entei,1.03306
59,Gligar,0.97403
60,Ledian,0.97403
61,Slowking,0.97403
62,Shuckle,0.97403
63,Muk,0.94451
64,Porygon2,0.94451
65,Slowbro,0.88548
66,Girafarig,0.88548
67,Pidgeot,0.85596
68,Piloswine,0.82645
69,Hitmontop,0.82645
70,Granbull,0.73790
71,Dunsparce,0.67887
72,Ariados,0.67887
73,Hitmonlee,0.64935
74,Omastar,0.64935
75,Sneasel,0.64935
76,Raichu,0.61983
77,Poliwrath,0.56080
78,Mantine,0.56080
79,Ursaring,0.53129
80,Magcargo,0.50177
81,Dugtrio,0.50177
82,Dodrio,0.44274
83,Electabuzz,0.44274
84,Primeape,0.41322
85,Bayleef,0.41322
86,Delibird,0.41322
87,Octillery,0.41322
88,Magmar,0.41322
89,Corsola,0.38371
90,Nidoqueen,0.38371
91,Kabutops,0.38371
92,Kangaskhan,0.38371
93,Magneton,0.38371
94,Bulbasaur,0.35419
95,Azumarill,0.35419
96,Fearow,0.32468
97,Venomoth,0.32468
98,Bellossom,0.29516
99,Wobbuffet,0.26564
100,Squirtle,0.26564
101,Stantler,0.26564
102,Clefable,0.26564
103,Sudowoodo,0.26564
104,Eevee,0.23613
105,Togetic,0.23613
106,Vileplume,0.23613
107,Electrode,0.23613
108,Totodile,0.20661
109,Flareon,0.20661
110,Unown,0.17710
111,Dragonair,0.17710
112,Sandslash,0.17710
113,Politoed,0.17710
114,Golduck,0.17710
115,Murkrow,0.17710
116,Victreebel,0.14758
117,Flaaffy,0.14758
118,Ditto,0.11806
119,Houndour,0.11806
120,Graveler,0.11806
121,Chansey,0.11806
122,Hypno,0.11806
123,Machoke,0.11806
124,Nidorina,0.11806
125,Rapidash,0.11806
126,Jigglypuff,0.11806
127,Charmander,0.11806
128,Xatu,0.11806
129,Quilava,0.11806
130,Onix,0.11806
131,Mareep,0.08855
132,Beedrill,0.08855
133,Raticate,0.08855
134,Croconaw,0.08855
135,Persian,0.08855
136,Pidgeotto,0.08855
137,Chikorita,0.08855
138,Clefairy,0.08855
139,Butterfree,0.05903
140,Farfetch'd,0.05903
141,Charmeleon,0.05903
142,Pinsir,0.05903
143,Wigglytuff,0.05903
144,Aipom,0.05903
145,Teddiursa,0.05903
146,Yanma,0.05903
147,Zubat,0.05903
148,Pichu,0.05903
149,Dewgong,0.05903
150,Cyndaquil,0.05903
151,Ninetales,0.05903
152,Cubone,0.05903
153,Sunflora,0.05903
154,Shellder,0.02952
155,Snubbull,0.02952
156,Wartortle,0.02952
157,Skiploom,0.02952
158,Elekid,0.02952
159,Haunter,0.02952
160,Kingler,0.02952
161,Parasect,0.02952
162,Magby,0.02952
163,Hitmonchan,0.02952
164,Rhyhorn,0.02952
