Rank,Pokemon,UsagePercent
1,Incineroar,17.13674
2,Rillaboom,12.62491
3,Whimsicott,12.43457
4,Dragapult,12.29831
5,Amoonguss,12.07553
6,Dracovish,11.39421
7,Regieleki,10.40144
8,Gastrodon,9.49301
9,Hatterene,8.44184
10,Torkoal,8.37911
11,Togekiss,8.13687
12,Metagross,7.76269
13,Indeedee-F,7.75620
14,Tyranitar,7.65670
15,Landorus-Therian,7.35606
16,Urshifu-Rapid-Strike,7.29117
17,Mew,7.15707
18,Pelipper,6.23134
19,Cinderace,6.13618
20,Shedinja,5.93503
21,Blastoise,5.76416
22,Grimmsnarl,5.76416
23,Zeraora,5.65817
24,Porygon2,5.64736
25,Arcanine,5.12177
26,Ninetales-Alola,4.94225
27,Heatran,4.72596
28,Stakataka,4.64377
29,Garchomp,4.63295
30,Ninetales,4.44911
31,Kyurem-Black,4.33231
32,Genesect,4.32150
33,Ferrothorn,4.30852
34,Tapu Koko,4.22200
35,Milotic,4.13765
36,Dusclops,4.12683
37,Celesteela,4.06843
38,Tapu Fini,3.80023
39,Diancie,3.67695
40,Comfey,3.61206
41,Lucario,3.59908
42,Clefable,3.58394
43,Excadrill,3.42821
44,Zygarde,3.36116
45,Blaziken,3.34386
46,Zapdos,3.30493
47,Venusaur,3.29628
48,Oranguru,3.11675
49,Alcremie,3.10810
50,Rhyperior,3.07998
51,Kingdra,3.06917
52,Politoed,3.03889
53,Malamar,2.98914
54,Gengar,2.98482
55,Inteleon,2.94805
56,Shuckle,2.93074
57,Charizard,2.91344
58,Primarina,2.77501
59,Scizor,2.75555
60,Corviknight,2.69931
61,Tapu Lele,2.67985
62,Dragonite,2.59333
63,Snorlax,2.56737
64,Aegislash,2.50465
65,Regigigas,2.50032
66,Volcanion,2.44193
67,Blacephalon,2.42895
68,Gardevoir,2.42462
69,Azumarill,2.36622
70,Cresselia,2.34243
71,Raichu,2.32945
72,Victini,2.32513
73,Sylveon,2.25808
74,Audino,2.25375
75,Darmanitan-Galar,2.23645
76,Indeedee,2.15642
77,Chandelure,2.15642
78,Moltres-Galar,2.13912
79,Sableye,2.11316
80,Tsareena,2.10235
81,Landorus,2.10235
82,Weavile,2.02665
83,Ludicolo,2.01151
84,Pikachu,1.96392
85,Mimikyu,1.92932
86,Volcarona,1.92066
87,Krookodile,1.91634
88,Toxapex,1.84713
89,Hitmontop,1.79954
90,Necrozma,1.79305
91,Ditto,1.79089
92,Thundurus,1.79089
93,Rotom-Wash,1.74547
94,Naganadel,1.73033
95,Barraskewda,1.68707
96,Heliolisk,1.66328
97,Weezing-Galar,1.65463
98,Lurantis,1.63949
99,Latios,1.62435
100,Kommo-o,1.62435
101,Conkeldurr,1.61569
102,Sirfetch'd,1.61137
103,Alakazam,1.54216
104,Coalossal,1.53783
105,Seismitoad,1.52485
106,Reuniclus,1.50539
107,Gigalith,1.49457
108,Cradily,1.48808
109,Bisharp,1.46429
110,Blissey,1.46213
111,Salamence,1.46213
112,Regidrago,1.44050
113,Terrakion,1.41887
114,Pheromosa,1.40373
115,Abomasnow,1.40157
116,Swoobat,1.39075
117,Arctozolt,1.38859
118,Gyarados,1.36263
119,Zapdos-Galar,1.34966
120,Shiftry,1.32370
121,Crobat,1.30856
122,Cherrim,1.28477
123,Meowstic,1.28477
124,Hydreigon,1.27395
125,Jolteon,1.26314
126,Electivire,1.20907
127,Goodra,1.20258
128,Porygon-Z,1.19825
129,Umbreon,1.19176
130,Leafeon,1.17879
131,Togedemaru,1.17230
132,Dracozolt,1.15067
133,Drapion,1.12904
134,Clefairy,1.12904
135,Nidoking,1.12255
136,Galvantula,1.12039
137,Lapras,1.10525
138,Chansey,1.10525
139,Scrafty,1.08794
140,Ribombee,1.07280
141,Kabutops,1.03387
142,Manectric,1.02522
143,Vaporeon,1.02522
144,Eldegoss,1.01873
145,Carbink,1.00792
146,Slowbro,0.99926
147,Marowak-Alola,0.97980
148,Hippowdon,0.97980
149,Cofagrigus,0.97547
150,Lopunny,0.97115
151,Falinks,0.97115
152,Swampert,0.96250
153,Sandslash-Alola,0.95817
154,Toxtricity,0.95384
155,Aggron,0.93221
156,Jellicent,0.93005
157,Flygon,0.93005
158,Clawitzer,0.91491
159,Butterfree,0.90193
160,Golisopod,0.89761
161,Arctovish,0.88679
162,Decidueye,0.88247
163,Tornadus,0.88030
164,Durant,0.87382
165,Bronzong,0.87165
166,Drampa,0.86084
167,Haxorus,0.85219
168,Talonflame,0.83705
169,Spectrier,0.82839
170,Froslass,0.82839
171,Glastrier,0.82623
172,Raichu-Alola,0.82407
173,Regirock,0.82191
174,Gallade,0.81542
175,Hawlucha,0.80460
176,Steelix,0.79811
177,Machamp,0.79595
178,Nihilego,0.78297
179,Regice,0.77865
180,Slowking-Galar,0.77000
181,Obstagoon,0.76134
182,Cloyster,0.75486
183,Boltund,0.73323
184,Salazzle,0.73323
185,Buzzwole,0.72241
186,Celebi,0.71376
187,Latias,0.71376
188,Thundurus-Therian,0.70511
189,Registeel,0.70295
190,Xurkitree,0.68781
191,Absol,0.67699
192,Noivern,0.67699
193,Runerigus,0.66401
194,Orbeetle,0.66401
195,Klefki,0.65536
196,Toxicroak,0.64887
197,Avalugg,0.64455
198,Magnezone,0.64022
199,Articuno-Galar,0.63590
200,Duraludon,0.63373
201,Mamoswine,0.62941
202,Slowbro-Galar,0.62941
203,Pincurchin,0.62941
204,Escavalier,0.62508
205,Vikavolt,0.62292
206,Aron,0.62076
207,Skarmory,0.61427
208,Espeon,0.59913
209,Centiskorch,0.59696
210,Tapu Bulu,0.59264
211,Accelgor,0.59264
212,Glaceon,0.59047
213,Cursola,0.58615
214,Araquanid,0.57533
215,Suicune,0.57533
216,Palossand,0.57317
217,Lycanroc,0.56668
218,Cramorant,0.56668
219,Sceptile,0.56452
220,Mudsdale,0.56236
221,Zoroark,0.56019
222,Turtonator,0.55803
223,Appletun,0.55803
224,Gothitelle,0.54722
225,Aurorus,0.54722
226,Archeops,0.53424
227,Polteageist,0.53208
228,Grapploct,0.51910
229,Zarude,0.51477
230,Pyukumuku,0.51261
231,Vanilluxe,0.50828
232,Miltank,0.50612
233,Sandaconda,0.50180
234,Spiritomb,0.49963
235,Perrserker,0.48882
236,Scolipede,0.48665
237,Vileplume,0.48233
238,Cinccino,0.48233
239,Mr. Mime,0.48017
240,Tangela,0.47800
241,Bellossom,0.47800
242,Aerodactyl,0.47368
243,Articuno,0.46935
244,Tentacruel,0.46935
245,Roserade,0.46070
246,Morpeko,0.45854
247,Lycanroc-Dusk,0.45205
248,Slowking,0.45205
249,Copperajah,0.44772
250,Starmie,0.43907
251,Seaking,0.42609
252,Exeggutor,0.42177
253,Altaria,0.41960
254,Maractus,0.41744
255,Trevenant,0.41095
256,Nidoqueen,0.40230
257,Mandibuzz,0.39798
258,Exploud,0.39798
259,Golurk,0.39149
260,Weezing,0.38716
261,Tyrantrum,0.38500
262,Dusknoir,0.38284
263,Mr. Rime,0.38284
264,Tauros,0.38284
265,Azelf,0.37635
266,Lilligant,0.37635
267,Lanturn,0.37635
268,Claydol,0.37418
269,Quagsire,0.37202
270,Tangrowth,0.36986
271,Kyurem,0.36553
272,Drifblim,0.36337
273,Walrein,0.35904
274,Diggersby,0.35904
275,Scyther,0.35255
276,Growlithe,0.35255
277,Luxray,0.35039
278,Braviary,0.34607
279,Mienshao,0.33958
280,Xatu,0.32660
281,Ninjask,0.32660
282,Rotom-Heat,0.32444
283,Exeggutor-Alola,0.31578
284,Darmanitan,0.31362
285,Golduck,0.30713
286,Uxie,0.29416
287,Rotom-Mow,0.28767
288,Passimian,0.28767
289,Cosmoem,0.28550
290,Entei,0.28334
291,Rapidash-Galar,0.28334
292,Sharpedo,0.28118
293,Stonjourner,0.27902
294,Emolga,0.27469
295,Poliwrath,0.27253
296,Stoutland,0.26820
297,Wailord,0.26820
298,Crawdaunt,0.26604
299,Hitmonlee,0.26388
300,Linoone,0.25522
301,Qwilfish,0.25522
302,Shiinotic,0.25522
303,Moltres,0.25522
304,Lycanroc-Midnight,0.24657
305,Octillery,0.24657
306,Flapple,0.24657
307,Dunsparce,0.24225
308,Jynx,0.23792
309,Dhelmise,0.23792
310,Liepard,0.22494
311,Gourgeist-Super,0.22494
312,Slowpoke,0.22062
313,Dragalge,0.21413
314,Slurpuff,0.21197
315,Magmortar,0.21197
316,Keldeo,0.20980
317,Sandslash,0.20764
318,Frosmoth,0.19899
319,Corsola-Galar,0.19682
320,Wartortle,0.19466
321,Mawile,0.19250
322,Mantine,0.19250
323,Raikou,0.19250
324,Heracross,0.19250
325,Beartic,0.19250
326,Togetic,0.19034
327,Omastar,0.18817
328,Throh,0.18601
329,Dedenne,0.18385
330,Drednaw,0.18385
331,Flareon,0.18385
332,Kangaskhan,0.18168
333,Cobalion,0.18168
334,Cottonee,0.17952
335,Wigglytuff,0.17736
336,Persian-Alola,0.17303
337,Riolu,0.16438
338,Magnemite,0.16006
339,Pangoro,0.16006
340,Hitmonchan,0.15789
341,Armaldo,0.15789
342,Beheeyem,0.15573
343,Dugtrio,0.15573
344,Tornadus-Therian,0.15573
345,Greedent,0.15140
346,Dugtrio-Alola,0.15140
347,Carracosta,0.14924
348,Marowak,0.14924
349,Rapidash,0.14708
350,Sudowoodo,0.14491
351,Charjabug,0.14491
352,Bouffalant,0.14491
353,Thwackey,0.14491
354,Bewear,0.14275
355,Musharna,0.14059
356,Kingler,0.14059
357,Guzzlord,0.13843
358,Eiscue,0.13626
359,Rhydon,0.13410
360,Wishiwashi,0.13410
361,Silvally,0.13194
362,Skuntank,0.12112
363,Garbodor,0.12112
364,Sigilyph,0.11896
365,Crustle,0.11896
366,Klinklang,0.11896
367,Aromatisse,0.11896
368,Zygarde-10%,0.11680
369,Druddigon,0.11463
370,Lunatone,0.11247
371,Persian,0.11031
372,Buneary,0.10598
373,Wobbuffet,0.10598
374,Solrock,0.10382
375,Barbaracle,0.10382
376,Glalie,0.10166
377,Zweilous,0.10166
378,Heatmor,0.09949
379,Thievul,0.09733
380,Doublade,0.09733
381,Zigzagoon,0.09733
382,Stunfisk,0.09733
383,Marill,0.09733
384,Lickilicky,0.09301
385,Silvally-Poison,0.09301
386,Azurill,0.08868
387,Gourgeist,0.08868
388,Sawk,0.08652
389,Slowpoke-Galar,0.08219
390,Pinsir,0.08003
391,Eevee,0.07354
392,Trapinch,0.07138
393,Wooper,0.06921
394,Vespiquen,0.06921
395,Cryogonal,0.06921
396,Magikarp,0.06489
397,Ferroseed,0.06489
398,Silvally-Water,0.06272
399,Dubwool,0.06272
400,Drifloon,0.06272
401,Charmander,0.06056
402,Mr. Mime-Galar,0.05840
403,Stunfisk-Galar,0.05840
404,Electabuzz,0.05624
405,Silvally-Fairy,0.05407
406,Kubfu,0.05407
407,Silvally-Electric,0.05191
408,Gurdurr,0.05191
409,Delibird,0.05191
410,Squirtle,0.04975
411,Unfezant,0.04975
412,Snom,0.04975
413,Jigglypuff,0.04758
414,Haunter,0.04758
415,Rotom-Frost,0.04758
416,Silvally-Steel,0.04326
417,Meowth,0.04326
418,Torracat,0.04110
419,Bulbasaur,0.04110
420,Type: Null,0.04110
421,Virizion,0.04110
422,Rotom-Fan,0.03893
423,Magneton,0.03461
424,Duosion,0.03244
425,Hippopotas,0.03244
426,Relicanth,0.03244
427,Treecko,0.03028
428,Gourgeist-Small,0.03028
429,Farfetch'd,0.03028
430,Pancham,0.03028
431,Rowlet,0.03028
432,Sneasel,0.03028
433,Mesprit,0.02812
434,Pichu,0.02812
435,Grookey,0.02812
436,Poliwhirl,0.02812
437,Farfetch'd-Galar,0.02812
438,Gourgeist-Large,0.02812
439,Calyrex,0.02595
440,Piloswine,0.02379
441,Raboot,0.02379
442,Dewpider,0.02379
443,Silvally-Dragon,0.02379
444,Happiny,0.02379
445,Sinistea,0.02379
446,Munchlax,0.02379
447,Bonsly,0.02163
448,Meltan,0.02163
449,Tirtouga,0.02163
450,Bunnelby,0.01947
451,Basculin,0.01947
452,Scorbunny,0.01947
453,Litten,0.01730
