Rank,Pokemon,UsagePercent
1,Incineroar,32.50499
2,Landorus-Therian,17.89449
3,Tapu Koko,13.89966
4,Amoonguss,12.33698
5,Tapu Lele,11.47339
6,Charizard-Mega-Y,10.56868
7,Tapu Fini,10.46293
8,Aegislash,9.97533
9,Whimsicott,9.61109
10,Ferrothorn,9.30560
11,Zapdos,9.09411
12,Greninja,8.84737
13,Celesteela,8.63588
14,Metagross-Mega,8.14240
15,Kartana,8.02491
16,Kommo-o,7.80167
17,Gastrodon,7.74880
18,Tyranitar,7.69005
19,Salamence-Mega,7.51381
20,Milotic,7.41981
21,Pelipper,7.37869
22,Gardevoir-Mega,6.98508
23,Cresselia,6.65609
24,Zeraora,6.26248
25,Garchomp,5.85125
26,Zygarde,5.65151
27,Excadrill,5.65151
28,Politoed,5.59864
29,Torkoal,5.14041
30,Swampert-Mega,4.84667
31,Camerupt-Mega,4.82904
32,Gothitelle,4.78205
33,Porygon2,4.65280
34,Heatran,4.59993
35,Mimikyu,4.51768
36,Stakataka,4.47068
37,Tapu Bulu,4.46481
38,Kingdra,4.45894
39,Venusaur-Mega,4.14757
40,Volcarona,4.10058
41,Togekiss,3.96546
42,Ninetales,3.83034
43,Volcanion,3.68347
44,Sceptile-Mega,3.65997
45,Suicune,3.53660
46,Victini,3.51310
47,Manectric-Mega,3.47785
48,Clefairy,3.28399
49,Venusaur,3.24286
50,Ninetales-Alola,3.20174
51,Sableye-Mega,3.15474
52,Mew,2.99612
53,Mawile-Mega,2.86100
54,Cradily,2.74351
55,Lucario-Mega,2.70239
56,Scrafty,2.69651
57,Landorus,2.67889
58,Rotom-Wash,2.67889
59,Bronzong,2.64951
60,Kyurem-Black,2.62601
61,Diancie,2.58489
62,Smeargle,2.54964
63,Thundurus-Therian,2.52027
64,Ludicolo,2.45565
65,Diancie-Mega,2.40277
66,Shedinja,2.39690
67,Hippowdon,2.30878
68,Scizor-Mega,2.30290
69,Espeon,2.22653
70,Aerodactyl-Mega,2.16778
71,Metagross,2.13841
72,Talonflame,2.09729
73,Genesect,2.03854
74,Weavile,1.97979
75,Marowak-Alola,1.97392
76,Terrakion,1.95629
77,Raichu,1.94454
78,Tyranitar-Mega,1.94454
79,Togedemaru,1.93867
80,Krookodile,1.89167
81,Charizard-Mega-X,1.88579
82,Skarmory,1.87992
83,Arcanine,1.86817
84,Pheromosa,1.82705
85,Azumarill,1.76830
86,Dusclops,1.76830
87,Blaziken-Mega,1.73305
88,Clefable,1.72718
89,Garchomp-Mega,1.70955
90,Hitmontop,1.66843
91,Dragonite,1.63906
92,Serperior,1.60968
93,Primarina,1.60968
94,Gyarados,1.60381
95,Shuckle,1.53918
96,Bisharp,1.52156
97,Typhlosion,1.51569
98,Chansey,1.46869
99,Goodra,1.45106
100,Muk-Alola,1.44519
101,Swampert,1.40994
102,Crobat,1.37469
103,Naganadel,1.36294
104,Deoxys-Attack,1.31594
105,Thundurus,1.28657
106,Lopunny-Mega,1.28070
107,Umbreon,1.23957
108,Hoopa-Unbound,1.23957
109,Absol-Mega,1.22782
110,Lanturn,1.22195
111,Gallade-Mega,1.19845
112,Oranguru,1.18670
113,Hydreigon,1.17495
114,Blacephalon,1.15733
115,Nihilego,1.14558
116,Toxapex,1.13970
117,Cofagrigus,1.13970
118,Beedrill-Mega,1.13383
119,Xurkitree,1.10445
120,Gigalith,1.10445
121,Mamoswine,1.10445
122,Aggron-Mega,1.08683
123,Breloom,1.08683
124,Decidueye,1.07508
125,Latias,1.06920
126,Nidoking,1.05158
127,Gliscor,1.05158
128,Audino-Mega,1.05158
129,Malamar,1.04571
130,Porygon-Z,1.03983
131,Scizor,1.03396
132,Magnezone,1.02808
133,Vaporeon,0.98108
134,Tornadus,0.98108
135,Infernape,0.97521
136,Lurantis,0.97521
137,Abomasnow-Mega,0.96933
138,Gardevoir,0.95171
139,Hawlucha,0.92821
140,Medicham-Mega,0.92234
141,Conkeldurr,0.92234
142,Darkrai,0.90471
143,Walrein,0.90471
144,Sylveon,0.89296
145,Pachirisu,0.88709
146,Nidoqueen,0.87534
147,Tsareena,0.87534
148,Blaziken,0.86946
149,Bellossom,0.86946
150,Golisopod,0.86359
151,Ribombee,0.84009
152,Froslass,0.82834
153,Latios,0.82247
154,Pikachu,0.82247
155,Araquanid,0.81659
156,Gyarados-Mega,0.81072
157,Hariyama,0.81072
158,Jolteon,0.78134
159,Klefki,0.78134
160,Darmanitan,0.75784
161,Galvantula,0.75197
162,Reuniclus,0.74609
163,Raichu-Alola,0.74022
164,Abomasnow,0.73434
165,Rotom-Heat,0.72847
166,Machamp,0.72259
167,Articuno,0.70497
168,Comfey,0.70497
169,Slowking,0.70497
