Rank,Pokemon,UsagePercent
1,Incineroar,16.03566
2,Tapu Koko,12.53238
3,Landorus-Therian,10.95018
4,Charizard-Mega-Y,9.69392
5,Amoonguss,7.38214
6,Ferrothorn,7.17709
7,Kartana,6.63530
8,Sceptile-Mega,6.49499
9,Cresselia,6.44750
10,Whimsicott,6.33310
11,Pelipper,6.27698
12,Swampert-Mega,6.26187
13,Salamence-Mega,6.19064
14,Tapu Fini,6.10646
15,Gastrodon,6.05034
16,Aegislash,5.99853
17,Volcarona,5.99422
18,Greninja-Ash,5.77836
19,Tyranitar,5.66828
20,Zapdos,5.34450
21,Zeraora,5.29054
22,Garchomp,5.27327
23,Milotic,5.23442
24,Kommo-o,5.16750
25,Mew,4.96028
26,Tapu Lele,4.89984
27,Greninja,4.72069
28,Togekiss,4.44871
29,Ninetales-Alola,4.30625
30,Gardevoir-Mega,4.21128
31,Kingdra,4.14004
32,Celesteela,4.07313
33,Shedinja,4.03859
34,Metagross-Mega,4.03644
35,Excadrill,4.01917
36,Porygon2,3.94578
37,Heatran,3.88534
38,Camerupt-Mega,3.75367
39,Azumarill,3.56156
40,Venusaur,3.49033
41,Dusclops,3.43853
42,Politoed,3.41910
43,Clefable,3.39104
44,Venusaur-Mega,3.27879
45,Stakataka,3.20540
46,Tapu Bulu,3.14712
47,Torkoal,3.12770
48,Oranguru,3.12338
49,Arcanine,3.12122
50,Mimikyu,2.98955
51,Serperior,2.92911
52,Victini,2.75427
53,Tyranitar-Mega,2.68088
54,Oricorio-Pom-Pom,2.58375
55,Jolteon,2.57080
56,Shuckle,2.52331
57,Raichu,2.51899
58,Krookodile,2.51468
59,Gengar,2.46503
60,Genesect,2.44992
61,Chandelure,2.34847
62,Blaziken,2.33552
63,Terrakion,2.32041
64,Blaziken-Mega,2.25997
65,Zygarde,2.25350
66,Primarina,2.23623
67,Ludicolo,2.23191
68,Ninetales,2.22544
69,Hoopa-Unbound,2.22544
70,Charizard-Mega-X,2.18874
71,Talonflame,2.18658
72,Rotom-Wash,2.16068
73,Metagross,2.10240
74,Infernape,2.10024
75,Mawile-Mega,2.09808
76,Gothitelle,2.09161
77,Sylveon,2.02901
78,Conkeldurr,2.02901
79,Lopunny-Mega,2.02469
80,Manectric-Mega,2.02253
81,Kyurem-Black,2.02038
82,Thundurus-Therian,2.01822
83,Gliscor,2.01606
84,Clefairy,2.01390
85,Bisharp,1.99663
86,Volcanion,1.98152
87,Lucario-Mega,1.98152
88,Dragonite,1.97721
89,Diancie-Mega,1.94699
90,Typhlosion,1.92756
91,Diancie,1.92108
92,Sableye,1.89518
93,Gyarados,1.85417
94,Lucario,1.85201
95,Slaking,1.84985
96,Smeargle,1.84338
97,Aerodactyl-Mega,1.83474
98,Bronzong,1.82395
99,Audino-Mega,1.81748
100,Lanturn,1.78510
101,Muk-Alola,1.77215
102,Xurkitree,1.75272
103,Hydreigon,1.72034
104,Salamence,1.70739
105,Hawlucha,1.64479
106,Blissey,1.64048
107,Toxicroak,1.62105
108,Scrafty,1.60378
109,Scizor,1.57788
110,Gardevoir,1.55629
111,Gyarados-Mega,1.54118
112,Cofagrigus,1.52392
113,Rhyperior,1.52392
114,Breloom,1.52176
115,Weavile,1.49370
116,Goodra,1.48506
117,Darkrai,1.48075
118,Chansey,1.46995
119,Garchomp-Mega,1.46132
120,Abomasnow-Mega,1.45700
121,Sceptile,1.45053
122,Espeon,1.43973
123,Electivire,1.43758
124,Mamoswine,1.38577
125,Lilligant,1.37066
126,Naganadel,1.36419
127,Hariyama,1.35987
128,Ditto,1.33613
129,Audino,1.33181
130,Porygon-Z,1.32533
131,Pheromosa,1.28648
132,Meowstic,1.28216
133,Scizor-Mega,1.28000
134,Manectric,1.27784
135,Marowak-Alola,1.22388
136,Crobat,1.21741
137,Regigigas,1.19798
138,Alakazam-Mega,1.18503
139,Raichu-Alola,1.18503
140,Lapras,1.18287
141,Malamar,1.17208
142,Heracross-Mega,1.12459
143,Blacephalon,1.12243
144,Comfey,1.11596
145,Beedrill-Mega,1.10948
146,Eelektross,1.10948
147,Blastoise-Mega,1.09653
148,Suicune,1.09653
149,Heliolisk,1.09005
150,Araquanid,1.07494
151,Starmie,1.07494
152,Spinda,1.06199
153,Carbink,1.05983
154,Magnezone,1.05768
155,Ribombee,1.05552
156,Empoleon,1.04472
157,Salazzle,1.02961
158,Deoxys-Attack,1.02746
159,Vikavolt,1.01666
160,Swellow,1.01451
161,Togetic,1.00587
162,Haxorus,1.00587
163,Galvantula,0.99940
164,Toxapex,0.99724
165,Latias,0.97565
166,Hitmontop,0.97565
167,Nidoking,0.96918
168,Trevenant,0.96702
169,Aggron-Mega,0.94759
170,Florges,0.94327
171,Staraptor,0.94327
172,Cradily,0.94327
173,Umbreon,0.93464
174,Decidueye,0.92816
175,Reuniclus,0.92385
176,Thundurus,0.91090
177,Tsareena,0.90874
178,Torterra,0.90010
179,Tornadus,0.89579
180,Mudsdale,0.89579
181,Drampa,0.88715
182,Blastoise,0.88068
183,Houndoom-Mega,0.87852
184,Noivern,0.86557
185,Durant,0.86341
186,Gallade-Mega,0.85046
187,Pachirisu,0.84830
188,Drapion,0.84830
189,Medicham-Mega,0.84830
190,Klefki,0.84614
191,Banette-Mega,0.83751
192,Murkrow,0.83751
193,Shaymin-Sky,0.83103
194,Sableye-Mega,0.83103
195,Swampert,0.82240
196,Absol-Mega,0.82024
197,Lurantis,0.81376
198,Ninjask,0.81160
199,Alakazam,0.80729
200,Swoobat,0.80513
201,Cloyster,0.80297
202,Flygon,0.79002
203,Oricorio-Sensu,0.78786
204,Mr. Mime,0.78354
205,Aggron,0.77707
206,Ampharos-Mega,0.77059
207,Togedemaru,0.74253
208,Froslass,0.73606
209,Hippowdon,0.72742
210,Electrode,0.72526
211,Oricorio,0.71879
212,Vaporeon,0.69936
213,Machamp,0.69720
214,Lycanroc-Dusk,0.69504
215,Leafeon,0.69289
216,Nihilego,0.68857
217,Steelix-Mega,0.68641
218,Crawdaunt,0.68425
219,Poliwrath,0.68209
220,Charizard,0.68209
221,Pikachu,0.67346
222,Zoroark,0.66698
223,Lycanroc-Midnight,0.66051
224,Gigalith,0.64756
225,Altaria-Mega,0.63676
226,Ambipom,0.63461
227,Mandibuzz,0.63245
228,Girafarig,0.62597
229,Rotom-Heat,0.62165
230,Granbull,0.60870
231,Delphox,0.60870
232,Landorus,0.60439
233,Feraligatr,0.60223
234,Pidgeot-Mega,0.60223
235,Persian-Alola,0.59575
236,Golduck,0.59359
237,Tentacruel,0.59143
238,Honchkrow,0.59143
239,Tauros,0.58280
240,Roserade,0.58064
241,Tangrowth,0.57848
242,Lopunny,0.56337
243,Linoone,0.55474
244,Skarmory,0.55474
245,Delcatty,0.55258
246,Palossand,0.54826
247,Slowbro-Mega,0.54611
248,Regice,0.54611
249,Slowbro,0.53747
250,Jellicent,0.53531
251,Pyroar,0.53315
252,Latios,0.52884
253,Darmanitan,0.52668
254,Deoxys-Defense,0.51805
255,Articuno,0.50294
256,Sandslash-Alola,0.50078
257,Meloetta,0.49862
258,Mantine,0.49862
259,Keldeo,0.49646
260,Cinccino,0.49430
261,Floatzel,0.48998
262,Dusknoir,0.48567
263,Drifblim,0.47272
264,Donphan,0.47056
265,Raikou,0.44897
266,Meganium,0.44897
267,Musharna,0.44466
268,Archeops,0.44466
269,Walrein,0.44250
270,Hitmonchan,0.44250
271,Bruxish,0.43818
272,Scolipede,0.43818
273,Claydol,0.43602
274,Mismagius,0.43602
275,Vivillon,0.43170
276,Seismitoad,0.42523
277,Zygarde-10%,0.42091
278,Scyther,0.42091
279,Clawitzer,0.42091
280,Aurorus,0.42091
281,Deoxys-Speed,0.41659
282,Exeggutor-Alola,0.41659
283,Crabominable,0.41444
284,Accelgor,0.41444
285,Latios-Mega,0.41228
286,Luxray,0.41228
287,Ampharos,0.40796
288,Nidoqueen,0.39717
289,Buzzwole,0.39717
290,Vileplume,0.39285
291,Forretress,0.39069
292,Lickilicky,0.37774
293,Mienshao,0.37558
294,Glaceon,0.37558
295,Xatu,0.37342
296,Cherrim,0.37127
297,Golurk,0.36911
298,Vanilluxe,0.36911
299,Moltres,0.36479
300,Aerodactyl,0.36263
301,Armaldo,0.36263
302,Exeggutor,0.36047
303,Shiftry,0.35616
304,Aromatisse,0.35184
305,Shiinotic,0.34752
306,Kecleon,0.34536
307,Rampardos,0.34536
308,Beartic,0.34320
309,Victreebel,0.34105
310,Passimian,0.34105
311,Emolga,0.33889
312,Butterfree,0.33889
313,Escavalier,0.33889
314,Leavanny,0.33457
315,Kabutops,0.33241
316,Manaphy,0.33241
