source,pokemon,category,type,name,usage
2021-05_gen4ou-0.json,Tyranitar,Stats,Raw count,,40792
2021-05_gen4ou-0.json,Tyranitar,Stats,Avg. weight,,1.0
2021-05_gen4ou-0.json,Tyranitar,Stats,Viability Ceiling,,91
2021-05_gen4ou-0.json,Tyranitar,Stats,Jolly,,3.403
2021-05_gen4ou-0.json,Tyranitar,Stats,Lonely,,5.003
2021-05_gen4ou-0.json,Tyranitar,Stats,Adamant,,2.537
2021-05_gen4ou-0.json,Tyranitar,Abilities,,Sand Stream,100.0
2021-05_gen4ou-0.json,Tyranitar,Items,,Choice Scarf,21.254
2021-05_gen4ou-0.json,Tyranitar,Items,,Passho Berry,18.687
2021-05_gen4ou-0.json,Tyranitar,Items,,Choice Band,16.621
2021-05_gen4ou-0.json,Tyranitar,Items,,Leftovers,11.598
2021-05_gen4ou-0.json,Tyranitar,Items,,Lum Berry,7.102
2021-05_gen4ou-0.json,Tyranitar,Items,,Custap Berry,6.702
2021-05_gen4ou-0.json,Tyranitar,Items,,Chople Berry,6.555
2021-05_gen4ou-0.json,Tyranitar,Items,,Shuca Berry,4.881
2021-05_gen4ou-0.json,Tyranitar,Items,,Life Orb,1.836
2021-05_gen4ou-0.json,Tyranitar,Items,,Other,4.763
2021-05_gen4ou-0.json,Tyranitar,Spreads,,Other,59.343
2021-05_gen4ou-0.json,Tyranitar,Moves,,Crunch,85.617
2021-05_gen4ou-0.json,Tyranitar,Moves,,Stone Edge,59.164
2021-05_gen4ou-0.json,Tyranitar,Moves,,Pursuit,59.034
2021-05_gen4ou-0.json,Tyranitar,Moves,,Earthquake,41.444
2021-05_gen4ou-0.json,Tyranitar,Moves,,Superpower,37.277
2021-05_gen4ou-0.json,Tyranitar,Moves,,Stealth Rock,20.845
2021-05_gen4ou-0.json,Tyranitar,Moves,,Fire Blast,20.242
2021-05_gen4ou-0.json,Tyranitar,Moves,,Dragon Dance,18.2
2021-05_gen4ou-0.json,Tyranitar,Moves,,Ice Punch,13.064
2021-05_gen4ou-0.json,Tyranitar,Moves,,Ice Beam,8.369
2021-05_gen4ou-0.json,Tyranitar,Moves,,Fire Punch,7.291
2021-05_gen4ou-0.json,Tyranitar,Moves,,Rock Slide,4.069
2021-05_gen4ou-0.json,Tyranitar,Moves,,Aqua Tail,2.275
2021-05_gen4ou-0.json,Tyranitar,Moves,,Substitute,2.16
2021-05_gen4ou-0.json,Tyranitar,Moves,,Thunder Wave,2.155
2021-05_gen4ou-0.json,Tyranitar,Moves,,Other,18.795
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Jirachi,27.755
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Starmie,24.958
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Latias,24.907
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Gyarados,20.666
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Heatran,20.168
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Metagross,20.001
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Breloom,19.989
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Infernape,19.781
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Dragonite,18.354
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Swampert,17.768
2021-05_gen4ou-0.json,Tyranitar,Teammates,,Gengar,16.113
2021-05_gen4ou-0.json,Infernape,Stats,Raw count,,32061
2021-05_gen4ou-0.json,Infernape,Stats,Avg. weight,,1.0
2021-05_gen4ou-0.json,Infernape,Stats,Viability Ceiling,,86
2021-05_gen4ou-0.json,Infernape,Stats,Jolly,,7.099
2021-05_gen4ou-0.json,Infernape,Stats,Naive,,8.621
2021-05_gen4ou-0.json,Infernape,Stats,Hasty,,6.787
2021-05_gen4ou-0.json,Infernape,Stats,Timid,,2.763
2021-05_gen4ou-0.json,Infernape,Abilities,,Blaze,100.0
2021-05_gen4ou-0.json,Infernape,Items,,Life Orb,40.691
2021-05_gen4ou-0.json,Infernape,Items,,Choice Scarf,13.559
2021-05_gen4ou-0.json,Infernape,Items,,Focus Sash,11.119
2021-05_gen4ou-0.json,Infernape,Items,,Expert Belt,10.38
2021-05_gen4ou-0.json,Infernape,Items,,Choice Band,9.987
2021-05_gen4ou-0.json,Infernape,Items,,Leftovers,5.723
2021-05_gen4ou-0.json,Infernape,Items,,Black Belt,1.142
2021-05_gen4ou-0.json,Infernape,Items,,Sitrus Berry,1.067
2021-05_gen4ou-0.json,Infernape,Items,,Flame Plate,0.948
2021-05_gen4ou-0.json,Infernape,Items,,Lum Berry,0.942
2021-05_gen4ou-0.json,Infernape,Items,,Other,4.442
2021-05_gen4ou-0.json,Infernape,Spreads,,Other,42.962
2021-05_gen4ou-0.json,Infernape,Moves,,Close Combat,86.407
2021-05_gen4ou-0.json,Infernape,Moves,,U-turn,42.765
2021-05_gen4ou-0.json,Infernape,Moves,,Flare Blitz,36.131
2021-05_gen4ou-0.json,Infernape,Moves,,Grass Knot,25.04
2021-05_gen4ou-0.json,Infernape,Moves,,Mach Punch,24.02
2021-05_gen4ou-0.json,Infernape,Moves,,Overheat,21.366
2021-05_gen4ou-0.json,Infernape,Moves,,Fire Blast,21.132
2021-05_gen4ou-0.json,Infernape,Moves,,Thunder Punch,19.101
2021-05_gen4ou-0.json,Infernape,Moves,,Stone Edge,16.487
2021-05_gen4ou-0.json,Infernape,Moves,,Hidden Power Ice,15.012
2021-05_gen4ou-0.json,Infernape,Moves,,Earthquake,14.962
2021-05_gen4ou-0.json,Infernape,Moves,,Flamethrower,12.61
2021-05_gen4ou-0.json,Infernape,Moves,,Fake Out,9.388
2021-05_gen4ou-0.json,Infernape,Moves,,Blaze Kick,8.818
2021-05_gen4ou-0.json,Infernape,Moves,,Stealth Rock,6.026
2021-05_gen4ou-0.json,Infernape,Moves,,Swords Dance,5.134
2021-05_gen4ou-0.json,Infernape,Moves,,Nasty Plot,3.958
2021-05_gen4ou-0.json,Infernape,Moves,,Fire Punch,3.808
2021-05_gen4ou-0.json,Infernape,Moves,,Brick Break,3.222
2021-05_gen4ou-0.json,Infernape,Moves,,Vacuum Wave,3.185
2021-05_gen4ou-0.json,Infernape,Moves,,Shadow Claw,3.085
2021-05_gen4ou-0.json,Infernape,Moves,,Other,18.343
2021-05_gen4ou-0.json,Infernape,Teammates,,Tyranitar,25.168
2021-05_gen4ou-0.json,Infernape,Teammates,,Starmie,22.307
2021-05_gen4ou-0.json,Infernape,Teammates,,Scizor,21.858
2021-05_gen4ou-0.json,Infernape,Teammates,,Metagross,17.23
2021-05_gen4ou-0.json,Infernape,Teammates,,Gengar,16.456
2021-05_gen4ou-0.json,Infernape,Teammates,,Azelf,16.313
2021-05_gen4ou-0.json,Infernape,Teammates,,Dragonite,15.957
2021-05_gen4ou-0.json,Infernape,Teammates,,Latias,15.786
2021-05_gen4ou-0.json,Infernape,Teammates,,Flygon,15.215
2021-05_gen4ou-0.json,Infernape,Teammates,,Gyarados,14.697
2021-05_gen4ou-0.json,Infernape,Teammates,,Breloom,12.854
2021-05_gen4ou-0.json,Starmie,Stats,Raw count,,28411
2021-05_gen4ou-0.json,Starmie,Stats,Avg. weight,,1.0
2021-05_gen4ou-0.json,Starmie,Stats,Viability Ceiling,,87
2021-05_gen4ou-0.json,Starmie,Stats,Timid,,3.428
2021-05_gen4ou-0.json,Starmie,Stats,Bold,,3.946
2021-05_gen4ou-0.json,Starmie,Stats,Modest,,3.291
2021-05_gen4ou-0.json,Starmie,Abilities,,Natural Cure,97.167
2021-05_gen4ou-0.json,Starmie,Abilities,,Illuminate,2.833
2021-05_gen4ou-0.json,Starmie,Items,,Leftovers,47.943
2021-05_gen4ou-0.json,Starmie,Items,,Life Orb,28.64
2021-05_gen4ou-0.json,Starmie,Items,,Choice Specs,7.388
2021-05_gen4ou-0.json,Starmie,Items,,Colbur Berry,6.927
2021-05_gen4ou-0.json,Starmie,Items,,Expert Belt,3.689
2021-05_gen4ou-0.json,Starmie,Items,,Choice Scarf,2.83
2021-05_gen4ou-0.json,Starmie,Items,,Other,2.584
2021-05_gen4ou-0.json,Starmie,Spreads,,Other,30.14
2021-05_gen4ou-0.json,Starmie,Moves,,Rapid Spin,77.53
2021-05_gen4ou-0.json,Starmie,Moves,,Thunderbolt,70.909
2021-05_gen4ou-0.json,Starmie,Moves,,Ice Beam,55.961
2021-05_gen4ou-0.json,Starmie,Moves,,Hydro Pump,53.93
2021-05_gen4ou-0.json,Starmie,Moves,,Surf,43.353
2021-05_gen4ou-0.json,Starmie,Moves,,Recover,41.463
2021-05_gen4ou-0.json,Starmie,Moves,,Psychic,26.317
2021-05_gen4ou-0.json,Starmie,Moves,,Thunder Wave,10.616
2021-05_gen4ou-0.json,Starmie,Moves,,Other,19.922
2021-05_gen4ou-0.json,Starmie,Teammates,,Tyranitar,35.835
