source,pokemon,category,type,name,usage
2023-10_gen7doublesou-0.json,Incineroar,Stats,Raw count,,6464
2023-10_gen7doublesou-0.json,Incineroar,Stats,Avg. weight,,1.0
2023-10_gen7doublesou-0.json,Incineroar,Stats,Viability Ceiling,,96
2023-10_gen7doublesou-0.json,Incineroar,Stats,Adamant,,11.959
2023-10_gen7doublesou-0.json,Incineroar,Stats,Careful,,2.738
2023-10_gen7doublesou-0.json,Incineroar,Stats,Relaxed,,3.496
2023-10_gen7doublesou-0.json,Incineroar,Abilities,,Intimidate,96.813
2023-10_gen7doublesou-0.json,Incineroar,Abilities,,Blaze,3.187
2023-10_gen7doublesou-0.json,Incineroar,Items,,Figy Berry,30.399
2023-10_gen7doublesou-0.json,Incineroar,Items,,Assault Vest,28.574
2023-10_gen7doublesou-0.json,Incineroar,Items,,Aguav Berry,10.69
2023-10_gen7doublesou-0.json,Incineroar,Items,,Incinium Z,9.313
2023-10_gen7doublesou-0.json,Incineroar,Items,,Leftovers,3.929
2023-10_gen7doublesou-0.json,Incineroar,Items,,Sitrus Berry,3.373
2023-10_gen7doublesou-0.json,Incineroar,Items,,Iapapa Berry,2.305
2023-10_gen7doublesou-0.json,Incineroar,Items,,Wiki Berry,2.274
2023-10_gen7doublesou-0.json,Incineroar,Items,,Life Orb,2.011
2023-10_gen7doublesou-0.json,Incineroar,Items,,Rocky Helmet,1.47
2023-10_gen7doublesou-0.json,Incineroar,Items,,Mago Berry,1.021
2023-10_gen7doublesou-0.json,Incineroar,Items,,Other,4.641
2023-10_gen7doublesou-0.json,Incineroar,Spreads,,Other,70.823
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Fake Out,92.126
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Flare Blitz,84.839
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Knock Off,63.335
2023-10_gen7doublesou-0.json,Incineroar,Moves,,U-turn,56.389
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Darkest Lariat,26.624
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Drain Punch,10.551
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Protect,9.205
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Snarl,8.277
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Taunt,7.936
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Will-O-Wisp,7.642
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Earthquake,6.327
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Fire Punch,4.022
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Brick Break,2.568
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Cross Chop,2.212
2023-10_gen7doublesou-0.json,Incineroar,Moves,,Other,17.946
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Tapu Koko,27.955
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Landorus-Therian,22.494
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Metagross-Mega,15.47
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Tapu Fini,14.851
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Kartana,13.939
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Celesteela,11.85
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Milotic,11.773
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Zapdos,11.371
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Kommo-o,11.309
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Charizard-Mega-Y,11.139
2023-10_gen7doublesou-0.json,Incineroar,Teammates,,Salamence-Mega,10.396
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Raw count,,4476
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Avg. weight,,1.0
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Viability Ceiling,,95
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Timid,,2.748
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Lonely,,5.004
2023-10_gen7doublesou-0.json,Tapu Koko,Stats,Naive,,3.977
2023-10_gen7doublesou-0.json,Tapu Koko,Abilities,,Electric Surge,100.0
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Life Orb,29.379
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Electrium Z,17.046
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Choice Specs,14.634
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Focus Sash,6.971
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Tapunium Z,4.535
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Choice Scarf,4.491
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Aguav Berry,3.664
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Magnet,2.927
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Terrain Extender,2.301
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Assault Vest,2.279
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Air Balloon,2.033
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Zap Plate,1.408
2023-10_gen7doublesou-0.json,Tapu Koko,Items,,Leftovers,1.318
