source,pokemon,category,type,name,usage
2024-10_gen8doublesou-0.json,Incineroar,Stats,Raw count,,1193
2024-10_gen8doublesou-0.json,Incineroar,Stats,Avg. weight,,1.0
2024-10_gen8doublesou-0.json,Incineroar,Stats,Viability Ceiling,,97
2024-10_gen8doublesou-0.json,Incineroar,Stats,Adamant,,15.172
2024-10_gen8doublesou-0.json,Incineroar,Stats,Careful,,3.604
2024-10_gen8doublesou-0.json,Incineroar,Stats,Brave,,4.275
2024-10_gen8doublesou-0.json,Incineroar,Stats,Jolly,,3.185
2024-10_gen8doublesou-0.json,Incineroar,Abilities,,Intimidate,96.982
2024-10_gen8doublesou-0.json,Incineroar,Abilities,,Blaze,3.018
2024-10_gen8doublesou-0.json,Incineroar,Items,,Sitrus Berry,29.841
2024-10_gen8doublesou-0.json,Incineroar,Items,,Leftovers,18.189
2024-10_gen8doublesou-0.json,Incineroar,Items,,Safety Goggles,10.31
2024-10_gen8doublesou-0.json,Incineroar,Items,,Assault Vest,9.975
2024-10_gen8doublesou-0.json,Incineroar,Items,,Figy Berry,8.131
2024-10_gen8doublesou-0.json,Incineroar,Items,,Aguav Berry,5.029
2024-10_gen8doublesou-0.json,Incineroar,Items,,Rocky Helmet,4.191
2024-10_gen8doublesou-0.json,Incineroar,Items,,Heavy-Duty Boots,4.191
2024-10_gen8doublesou-0.json,Incineroar,Items,,Life Orb,2.012
2024-10_gen8doublesou-0.json,Incineroar,Items,,Weakness Policy,1.006
2024-10_gen8doublesou-0.json,Incineroar,Items,,Shuca Berry,1.006
2024-10_gen8doublesou-0.json,Incineroar,Items,,Charcoal,0.838
2024-10_gen8doublesou-0.json,Incineroar,Items,,Focus Sash,0.754
2024-10_gen8doublesou-0.json,Incineroar,Items,,Other,4.526
2024-10_gen8doublesou-0.json,Incineroar,Spreads,,Other,63.956
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Fake Out,85.08
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Flare Blitz,72.506
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Parting Shot,71.081
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Knock Off,62.28
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Darkest Lariat,20.956
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Protect,13.579
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Drain Punch,11.148
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Taunt,10.729
2024-10_gen8doublesou-0.json,Incineroar,Moves,,U-turn,9.388
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Snarl,5.7
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Blaze Kick,4.61
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Will-O-Wisp,3.856
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Close Combat,3.688
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Fire Punch,2.515
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Bulk Up,2.263
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Flamethrower,2.263
2024-10_gen8doublesou-0.json,Incineroar,Moves,,Other,18.357
2024-10_gen8doublesou-0.json,Incineroar,Tera Types,,Nothing,100.0
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Rillaboom,30.93
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Amoonguss,29.505
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Urshifu-Rapid-Strike,22.045
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Dragapult,18.86
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Dracovish,15.256
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Tapu Fini,8.885
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Regieleki,8.382
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Whimsicott,8.298
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Kyurem-Black,8.131
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Landorus,8.047
2024-10_gen8doublesou-0.json,Incineroar,Teammates,,Hatterene,7.795
2024-10_gen8doublesou-0.json,Rillaboom,Stats,Raw count,,984
2024-10_gen8doublesou-0.json,Rillaboom,Stats,Avg. weight,,1.0
2024-10_gen8doublesou-0.json,Rillaboom,Stats,Viability Ceiling,,93
2024-10_gen8doublesou-0.json,Rillaboom,Stats,Jolly,,15.650
2024-10_gen8doublesou-0.json,Rillaboom,Stats,Adamant,,3.455
2024-10_gen8doublesou-0.json,Rillaboom,Abilities,,Grassy Surge,97.866
2024-10_gen8doublesou-0.json,Rillaboom,Abilities,,Overgrow,2.134
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Assault Vest,40.955
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Choice Band,12.093
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Life Orb,7.927
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Terrain Extender,7.724
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Leftovers,6.098
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Miracle Seed,5.793
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Grassy Seed,5.589
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Sitrus Berry,5.488
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Nothing,1.423
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Figy Berry,1.321
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Expert Belt,1.22
2024-10_gen8doublesou-0.json,Rillaboom,Items,,Other,4.37
2024-10_gen8doublesou-0.json,Rillaboom,Spreads,,Other,59.858
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Grassy Glide,90.854
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Fake Out,79.98
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,U-turn,49.187
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Knock Off,46.748
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Wood Hammer,28.049
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,High Horsepower,20.833
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Drain Punch,17.48
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Protect,11.687
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Drum Beating,8.638
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Swords Dance,5.691
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Superpower,5.488
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Taunt,5.386
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Darkest Lariat,4.675
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Earthquake,4.472
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Acrobatics,3.963
2024-10_gen8doublesou-0.json,Rillaboom,Moves,,Other,16.87
2024-10_gen8doublesou-0.json,Rillaboom,Tera Types,,Nothing,100.0
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Incineroar,37.5
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Dracovish,19.004
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Amoonguss,18.801
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Urshifu-Rapid-Strike,17.48
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Dragapult,13.72
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Regieleki,10.163
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Kyurem-Black,9.045
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Tyranitar,8.638
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Cinderace,8.537
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Kingdra,8.232
2024-10_gen8doublesou-0.json,Rillaboom,Teammates,,Weavile,7.622
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Raw count,,964
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Avg. weight,,1.0
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Viability Ceiling,,91
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Modest,,6.535
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Relaxed,,6.328
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Sassy,,5.290
2024-10_gen8doublesou-0.json,Amoonguss,Stats,Calm,,5.290
2024-10_gen8doublesou-0.json,Amoonguss,Abilities,,Regenerator,81.639
2024-10_gen8doublesou-0.json,Amoonguss,Abilities,,Effect Spore,18.361
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Leftovers,23.859
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Black Sludge,22.718
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Rocky Helmet,17.635
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Sitrus Berry,13.382
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Quick Claw,6.017
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Aguav Berry,3.527
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Mental Herb,3.32
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Focus Sash,1.66
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Coba Berry,1.452
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Choice Scarf,1.349
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Assault Vest,1.245
2024-10_gen8doublesou-0.json,Amoonguss,Items,,Other,3.838
2024-10_gen8doublesou-0.json,Amoonguss,Spreads,,Other,64.523
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Spore,93.154
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Rage Powder,66.183
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Pollen Puff,55.602
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Protect,49.481
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Sludge Bomb,40.249
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Giga Drain,19.71
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Clear Smog,19.502
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Energy Ball,13.693
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Toxic,8.817
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Substitute,6.95
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Stun Spore,6.328
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Nothing,5.913
2024-10_gen8doublesou-0.json,Amoonguss,Moves,,Other,14.419
2024-10_gen8doublesou-0.json,Amoonguss,Tera Types,,Nothing,100.0
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Incineroar,36.515
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Rillaboom,19.191
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Urshifu-Rapid-Strike,17.635
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Hatterene,13.382
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Dracovish,12.344
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Indeedee-F,10.373
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Stakataka,9.025
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Torkoal,8.921
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Dragapult,8.091
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Porygon2,7.676
2024-10_gen8doublesou-0.json,Amoonguss,Teammates,,Dusclops,6.95
2024-10_gen8doublesou-0.json,Dracovish,Stats,Raw count,,612
2024-10_gen8doublesou-0.json,Dracovish,Stats,Avg. weight,,1.0
2024-10_gen8doublesou-0.json,Dracovish,Stats,Viability Ceiling,,87
2024-10_gen8doublesou-0.json,Dracovish,Stats,Jolly,,13.072
2024-10_gen8doublesou-0.json,Dracovish,Stats,Adamant,,4.575
2024-10_gen8doublesou-0.json,Dracovish,Abilities,,Strong Jaw,80.229
2024-10_gen8doublesou-0.json,Dracovish,Abilities,,Sand Rush,15.523
2024-10_gen8doublesou-0.json,Dracovish,Abilities,,Water Absorb,4.248
2024-10_gen8doublesou-0.json,Dracovish,Items,,Choice Scarf,40.196
2024-10_gen8doublesou-0.json,Dracovish,Items,,Choice Band,36.111
2024-10_gen8doublesou-0.json,Dracovish,Items,,Life Orb,5.882
2024-10_gen8doublesou-0.json,Dracovish,Items,,Assault Vest,3.595
2024-10_gen8doublesou-0.json,Dracovish,Items,,Mystic Water,3.105
2024-10_gen8doublesou-0.json,Dracovish,Items,,Wide Lens,2.614
2024-10_gen8doublesou-0.json,Dracovish,Items,,Leftovers,2.614
2024-10_gen8doublesou-0.json,Dracovish,Items,,Salac Berry,1.307
2024-10_gen8doublesou-0.json,Dracovish,Items,,Other,4.575
2024-10_gen8doublesou-0.json,Dracovish,Spreads,,Other,36.438
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Fishious Rend,98.856
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Psychic Fangs,55.065
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Ice Fang,52.124
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Crunch,42.81
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Dragon Rush,31.536
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Outrage,20.588
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Rock Slide,18.137
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Protect,16.667
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Leech Life,12.582
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Iron Head,12.418
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Earthquake,7.843
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Sleep Talk,6.209
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Stomping Tantrum,6.046
2024-10_gen8doublesou-0.json,Dracovish,Moves,,Other,19.118
2024-10_gen8doublesou-0.json,Dracovish,Tera Types,,Nothing,100.0
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Rillaboom,30.556
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Incineroar,29.739
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Amoonguss,19.444
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Tyranitar,17.157
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Pelipper,12.908
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Whimsicott,12.255
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Urshifu-Rapid-Strike,11.275
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Zapdos,10.458
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Heatran,10.294
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Dragapult,10.131
2024-10_gen8doublesou-0.json,Dracovish,Teammates,,Regieleki,8.497
2024-10_gen8doublesou-0.json,Dragapult,Stats,Raw count,,599
2024-10_gen8doublesou-0.json,Dragapult,Stats,Avg. weight,,1.0
2024-10_gen8doublesou-0.json,Dragapult,Stats,Viability Ceiling,,89
2024-10_gen8doublesou-0.json,Dragapult,Stats,Jolly,,3.005
2024-10_gen8doublesou-0.json,Dragapult,Stats,Timid,,13.689
2024-10_gen8doublesou-0.json,Dragapult,Stats,Adamant,,4.007
2024-10_gen8doublesou-0.json,Dragapult,Abilities,,Clear Body,72.955
2024-10_gen8doublesou-0.json,Dragapult,Abilities,,Infiltrator,20.033
2024-10_gen8doublesou-0.json,Dragapult,Abilities,,Cursed Body,7.012
2024-10_gen8doublesou-0.json,Dragapult,Items,,Life Orb,27.546
2024-10_gen8doublesou-0.json,Dragapult,Items,,Choice Specs,11.519
2024-10_gen8doublesou-0.json,Dragapult,Items,,Focus Sash,9.85
2024-10_gen8doublesou-0.json,Dragapult,Items,,Choice Band,9.85
2024-10_gen8doublesou-0.json,Dragapult,Items,,Leftovers,9.516
