Rank,Pokemon,UsagePercent
1,Snorlax,77.38823
2,Zapdos,49.79757
3,Cloyster,47.83358
4,Gengar,33.91334
5,Tyranitar,30.57542
6,Exeggutor,21.91403
7,Skarmory,19.41166
8,Raikou,19.17909
9,Forretress,18.53303
10,Machamp,17.79654
11,Steelix,17.49505
12,Golem,15.34155
13,Starmie,15.20372
14,Nidoking,14.99699
15,Jynx,13.23542
16,Marowak,11.82703
17,Blissey,10.67275
18,Misdreavus,10.07839
19,Miltank,9.53140
20,Heracross,8.50633
21,Vaporeon,8.17469
22,Houndoom,7.72246
23,Umbreon,7.59325
24,Charizard,6.42605
25,Suicune,6.26238
26,Smeargle,6.20639
27,Scizor,4.97028
28,Jolteon,4.42329
29,Rhydon,4.35869
30,Tentacruel,4.06150
31,Alakazam,3.53174
32,Espeon,3.29055
33,Quagsire,3.07520
34,Venusaur,2.66173
35,Electrode,2.65742
36,Dragonite,2.60143
37,Moltres,2.49375
38,Typhlosion,2.12335
39,Entei,2.07598
40,Meganium,2.07167
41,Kingdra,1.95107
42,Piloswine,1.93815
43,Gyarados,1.88216
44,Dugtrio,1.75295
45,Feraligatr,1.66681
46,Aerodactyl,1.58928
47,Muk,1.58498
48,Ampharos,1.58067
49,Pikachu,1.57636
50,Tauros,1.51176
51,Blastoise,1.46007
52,Porygon2,1.44715
53,Jumpluff,1.39547
54,Lapras,1.28779
55,Ursaring,1.26626
56,Nidoqueen,1.25764
57,Lanturn,1.14997
58,Crobat,0.92601
59,Magneton,0.90447
60,Clefable,0.75373
61,Donphan,0.72788
62,Victreebel,0.70635
63,Electabuzz,0.69343
64,Arcanine,0.64174
65,Politoed,0.64174
66,Articuno,0.63313
67,Vileplume,0.62021
68,Hypno,0.59006
69,Primeape,0.52115
70,Raichu,0.51253
71,Scyther,0.48669
72,Poliwrath,0.48238
73,Qwilfish,0.45224
74,Kangaskhan,0.44793
75,Sneasel,0.44793
76,Omastar,0.41778
77,Slowbro,0.40055
78,Magmar,0.38332
79,Noctowl,0.38332
80,Shuckle,0.38332
81,Girafarig,0.37902
82,Chansey,0.37471
83,Golduck,0.37040
84,Fearow,0.34456
85,Hitmonlee,0.32733
86,Hitmontop,0.29288
87,Slowking,0.25411
88,Pidgeot,0.25411
89,Bellossom,0.24981
90,Mr. Mime,0.24981
91,Kabutops,0.23258
92,Xatu,0.22396
93,Dodrio,0.19812
94,Flareon,0.18089
95,Bayleef,0.17659
96,Wobbuffet,0.17228
97,Sandslash,0.16797
98,Togetic,0.16797
99,Weezing,0.16367
100,Arbok,0.15936
101,Ariados,0.15936
102,Haunter,0.15075
103,Azumarill,0.14213
104,Ninetales,0.13782
105,Dewgong,0.13352
106,Hitmonchan,0.13352
107,Raticate,0.12921
108,Sudowoodo,0.12921
109,Quilava,0.12490
110,Gligar,0.12060
111,Ditto,0.11629
112,Totodile,0.11198
113,Granbull,0.10768
114,Aipom,0.10337
115,Dunsparce,0.09906
116,Sunflora,0.09906
117,Delibird,0.09475
118,Pinsir,0.09045
119,Magcargo,0.08614
120,Venomoth,0.08183
121,Kingler,0.07753
122,Dragonair,0.07322
123,Mantine,0.06891
124,Persian,0.06891
125,Ledian,0.06461
126,Rapidash,0.06461
127,Parasect,0.06461
128,Seaking,0.06461
129,Lickitung,0.06030
130,Octillery,0.06030
131,Corsola,0.05599
132,Furret,0.05599
133,Onix,0.05599
134,Murkrow,0.05599
135,Butterfree,0.05168
136,Stantler,0.05168
137,Tangela,0.04307
138,Beedrill,0.04307
139,Wigglytuff,0.04307
140,Cyndaquil,0.03876
141,Unown,0.03446
142,Bulbasaur,0.03446
143,Meowth,0.03446
144,Farfetch'd,0.03015
145,Pidgey,0.03015
146,Togepi,0.03015
147,Weepinbell,0.02584
148,Charmander,0.02584
149,Kadabra,0.02154
150,Squirtle,0.02154
151,Yanma,0.02154
152,Pichu,0.02154
153,Pineco,0.01723
154,Graveler,0.01723
155,Ekans,0.01723
156,Machoke,0.01723
157,Porygon,0.01723
158,Sentret,0.01723
159,Clefairy,0.01723
160,Omanyte,0.01292
161,Koffing,0.01292
162,Rattata,0.01292
163,Pidgeotto,0.01292
164,Voltorb,0.01292
165,Eevee,0.01292
166,Golbat,0.01292
167,Gloom,0.01292
168,Poliwhirl,0.01292
169,Phanpy,0.01292
170,Oddish,0.00861
171,Magnemite,0.00861
172,Houndour,0.00861
173,Abra,0.00861
174,Croconaw,0.00861
175,Sandshrew,0.00861
176,Nidorino,0.00861
177,Exeggcute,0.00861
178,Flaaffy,0.00861
179,Seadra,0.00861
180,Rhyhorn,0.00861
181,Staryu,0.00861
182,Tentacool,0.00431
183,Mankey,0.00431
184,Igglybuff,0.00431
185,Geodude,0.00431
186,Hoothoot,0.00431
187,Chikorita,0.00431
188,Wooper,0.00431
189,Metapod,0.00431
190,Jigglypuff,0.00431
191,Teddiursa,0.00431
192,Gastly,0.00431
193,Natu,0.00431
194,Weedle,0.00431
195,Caterpie,0.00431
196,Kakuna,0.00431
197,Chinchou,0.00431
198,Cubone,0.00431
199,Seel,0.00431
200,Elekid,0.00431
