Rank,Pokemon,UsagePercent
1,Cinderace,24.13169
2,Magearna,22.20436
3,Dragapult,20.77156
4,Volcarona,18.07627
5,Rillaboom,15.76561
6,Urshifu,15.57086
7,Marowak-Alola,14.73494
8,Clefable,14.16163
9,Corviknight,13.07267
10,Ferrothorn,12.61423
11,Excadrill,12.52615
12,Azumarill,11.93758
13,Toxapex,11.78504
14,Zeraora,11.32839
15,Mandibuzz,11.23463
16,Magnezone,11.12522
17,Alakazam,11.08318
18,Urshifu-Rapid-Strike,10.02971
19,Tangrowth,9.35552
20,Hawlucha,9.02780
21,Slowbro,8.50407
22,Scizor,7.48910
23,Rotom-Heat,7.33480
24,Togekiss,7.23732
25,Hydreigon,7.01064
26,Chansey,6.70670
27,Kommo-o,6.57166
28,Hippowdon,6.22508
29,Lycanroc-Dusk,5.89905
30,Krookodile,5.88697
31,Pelipper,5.54804
32,Hatterene,5.53749
33,Conkeldurr,5.33372
34,Bisharp,5.32388
35,Amoonguss,5.30042
36,Kingdra,4.86844
37,Seismitoad,4.82907
38,Skarmory,4.71950
39,Aegislash,4.69982
40,Gengar,4.51584
41,Slowbro-Galar,4.43771
42,Grimmsnarl,4.41819
43,Mew,4.26319
44,Tyranitar,3.90759
45,Cloyster,3.60387
46,Mimikyu,3.58665
47,Talonflame,3.58200
48,Primarina,3.35423
49,Crawdaunt,3.25226
50,Rotom-Wash,3.13290
51,Barraskewda,3.12399
52,Starmie,3.11995
53,Weavile,3.09775
54,Terrakion,2.85401
55,Jirachi,2.81590
56,Heracross,2.80338
57,Indeedee,2.67079
58,Kyurem,2.65428
59,Tentacruel,2.54226
60,Ninetales-Alola,2.45620
61,Venusaur,2.43334
62,Shuckle,2.42153
63,Weezing-Galar,2.39901
64,Gyarados,2.30628
65,Pincurchin,2.25100
66,Clawitzer,2.21240
67,Klefki,2.20475
68,Mienshao,2.11328
69,Scyther,2.03313
70,Zoroark,2.02859
71,Blissey,2.00836
72,Torkoal,1.96790
73,Scolipede,1.96708
74,Toxtricity,1.94444
75,Haxorus,1.85888
76,Raichu-Alola,1.85188
77,Porygon-Z,1.84291
78,Druddigon,1.72689
79,Sharpedo,1.70245
80,Chandelure,1.69026
81,Dragalge,1.59327
82,Ditto,1.59185
83,Inteleon,1.58326
84,Porygon2,1.56571
85,Comfey,1.52744
86,Quagsire,1.51454
87,Bronzong,1.41787
88,Darmanitan,1.36254
89,Keldeo,1.33805
90,Mamoswine,1.30082
91,Arcanine,1.25407
92,Accelgor,1.23340
93,Politoed,1.22608
94,Incineroar,1.21219
95,Palossand,1.19316
96,Galvantula,1.16752
97,Luxray,1.13985
98,Charizard,1.09704
99,Milotic,1.05473
100,Obstagoon,1.04926
101,Goodra,1.02925
102,Umbreon,1.01224
103,Flygon,1.00541
104,Gardevoir,0.98644
105,Salazzle,0.98026
106,Reuniclus,0.97599
107,Mantine,0.96194
108,Sylveon,0.95768
109,Espeon,0.95675
110,Snorlax,0.95467
111,Exploud,0.94603
112,Blastoise,0.94357
113,Corsola-Galar,0.91673
114,Vaporeon,0.90634
115,Dracozolt,0.87736
116,Gastrodon,0.87430
117,Bouffalant,0.86610
118,Lurantis,0.85746
119,Exeggutor-Alola,0.85030
120,Necrozma,0.84724
121,Ninetales,0.82132
122,Ribombee,0.81148
123,Polteageist,0.80065
124,Araquanid,0.79229
125,Lycanroc,0.77343
126,Rhyperior,0.76878
127,Lucario,0.75976
128,Poliwrath,0.75434
129,Diggersby,0.74538
130,Centiskorch,0.72116
131,Whimsicott,0.71700
132,Heliolisk,0.71542
133,Miltank,0.65757
134,Runerigus,0.65730
135,Slowking,0.58316
136,Sandslash-Alola,0.58146
137,Noivern,0.57261
138,Golisopod,0.55834
139,Emolga,0.55260
140,Slurpuff,0.52176
141,Sirfetch'd,0.50383
142,Lycanroc-Midnight,0.50197
143,Rotom-Mow,0.48409
144,Jolteon,0.48310
145,Tauros,0.48130
146,Vikavolt,0.45538
147,Toxicroak,0.44609
148,Indeedee-F,0.44576
149,Tsareena,0.44073
150,Hitmontop,0.42635
151,Roserade,0.42438
152,Xatu,0.42192
153,Dhelmise,0.41700
154,Coalossal,0.41514
155,Golurk,0.39880
156,Machamp,0.38540
157,Ludicolo,0.37616
158,Lopunny,0.37277
159,Cinccino,0.37162
160,Dedenne,0.37004
161,Pyukumuku,0.35965
162,Lilligant,0.35292
163,Jellicent,0.35139
164,Drapion,0.34675
165,Exeggutor,0.34084
166,Frosmoth,0.33570
167,Morpeko,0.32920
168,Sableye,0.32892
169,Hitmonlee,0.32777
170,Durant,0.32570
171,Duraludon,0.32335
172,Celebi,0.30268
173,Dusclops,0.30186
174,Claydol,0.29940
175,Shiftry,0.29874
176,Shedinja,0.28207
177,Sandaconda,0.27813
178,Decidueye,0.27458
179,Malamar,0.27458
180,Mudsdale,0.27151
181,Steelix,0.27069
182,Lapras,0.26905
183,Lickilicky,0.26905
184,Dunsparce,0.26719
185,Gigalith,0.26419
186,Appletun,0.25938
187,Eiscue,0.25741
188,Dusknoir,0.25604
189,Silvally-Ground,0.24565
190,Copperajah,0.24379
191,Stoutland,0.23997
192,Sandslash,0.23958
193,Froslass,0.23357
194,Gallade,0.23330
195,Bewear,0.23198
196,Orbeetle,0.22848
197,Avalugg,0.22761
