source,pokemon,category,type,name,usage
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Raw count,,111953
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Avg. weight,,1.0
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Viability Ceiling,,93
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Jolly,,2.863
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Impish,,7.726
2022-02_gen7ou-0.json,Landorus-Therian,Stats,Adamant,,3.044
2022-02_gen7ou-0.json,Landorus-Therian,Abilities,,Intimidate,100.0
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Choice Scarf,32.212
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Rocky Helmet,22.852
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Leftovers,14.195
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Flyinium Z,8.077
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Focus Sash,7.52
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Rockium Z,3.761
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Life Orb,2.614
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Yache Berry,1.309
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Choice Band,1.231
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Iapapa Berry,0.966
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Groundium Z,0.745
2022-02_gen7ou-0.json,Landorus-Therian,Items,,Other,4.518
2022-02_gen7ou-0.json,Landorus-Therian,Spreads,,Other,53.784
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Earthquake,97.36
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,U-turn,71.026
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Stealth Rock,50.422
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Defog,35.878
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Stone Edge,29.277
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Knock Off,20.872
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Hidden Power Ice,20.711
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Explosion,17.593
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Swords Dance,11.974
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Fly,9.237
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Toxic,6.723
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Rock Slide,4.983
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Rock Tomb,4.205
2022-02_gen7ou-0.json,Landorus-Therian,Moves,,Other,19.737
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Magearna,23.29
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Greninja-Ash,22.106
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Tapu Koko,21.07
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Heatran,19.595
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Kartana,19.238
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Ferrothorn,15.097
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Tapu Lele,14.909
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Rotom-Wash,13.558
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Tapu Fini,11.905
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Medicham-Mega,10.265
2022-02_gen7ou-0.json,Landorus-Therian,Teammates,,Toxapex,9.947
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Raw count,,85314
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Avg. weight,,1.0
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Viability Ceiling,,94
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Timid,,2.222
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Hasty,,4.985
2022-02_gen7ou-0.json,Greninja-Ash,Stats,Modest,,1.969
2022-02_gen7ou-0.json,Greninja-Ash,Abilities,,Battle Bond,100.0
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Choice Specs,55.211
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Life Orb,11.812
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Waterium Z,8.547
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Focus Sash,4.51
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Leftovers,3.67
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Expert Belt,2.569
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Choice Scarf,2.124
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Assault Vest,1.584
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Aguav Berry,1.414
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Mystic Water,1.362
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Nothing,0.986
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Darkinium Z,0.82
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Icium Z,0.727
2022-02_gen7ou-0.json,Greninja-Ash,Items,,Other,4.664
2022-02_gen7ou-0.json,Greninja-Ash,Spreads,,Other,21.599
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Dark Pulse,91.539
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Water Shuriken,84.886
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Ice Beam,55.254
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Hydro Pump,51.335
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Spikes,25.27
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Surf,25.19
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,U-turn,14.675
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Extrasensory,10.601
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Grass Knot,7.687
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Gunk Shot,7.129
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Scald,5.22
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Blizzard,3.174
2022-02_gen7ou-0.json,Greninja-Ash,Moves,,Other,18.039
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Landorus-Therian,29.008
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Ferrothorn,23.152
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Tapu Koko,17.071
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Pelipper,15.029
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Tornadus-Therian,14.571
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Swampert-Mega,13.95
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Magearna,12.781
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Kartana,12.29
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Heatran,11.026
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Charizard-Mega-X,10.672
2022-02_gen7ou-0.json,Greninja-Ash,Teammates,,Medicham-Mega,9.542
2022-02_gen7ou-0.json,Ferrothorn,Stats,Raw count,,76120
2022-02_gen7ou-0.json,Ferrothorn,Stats,Avg. weight,,1.0
2022-02_gen7ou-0.json,Ferrothorn,Stats,Viability Ceiling,,94
2022-02_gen7ou-0.json,Ferrothorn,Stats,Sassy,,3.351
2022-02_gen7ou-0.json,Ferrothorn,Stats,Relaxed,,3.024
2022-02_gen7ou-0.json,Ferrothorn,Stats,Impish,,3.685
2022-02_gen7ou-0.json,Ferrothorn,Abilities,,Iron Barbs,99.576
2022-02_gen7ou-0.json,Ferrothorn,Abilities,,Anticipation,0.424
2022-02_gen7ou-0.json,Ferrothorn,Items,,Leftovers,62.489
2022-02_gen7ou-0.json,Ferrothorn,Items,,Rocky Helmet,25.231
2022-02_gen7ou-0.json,Ferrothorn,Items,,Iapapa Berry,2.83
2022-02_gen7ou-0.json,Ferrothorn,Items,,Figy Berry,1.77
2022-02_gen7ou-0.json,Ferrothorn,Items,,Chople Berry,1.751
2022-02_gen7ou-0.json,Ferrothorn,Items,,Aguav Berry,1.746
2022-02_gen7ou-0.json,Ferrothorn,Items,,Other,4.183
2022-02_gen7ou-0.json,Ferrothorn,Spreads,,Other,63.799
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Leech Seed,84.719
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Gyro Ball,65.65
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Stealth Rock,59.414
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Spikes,45.474
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Power Whip,44.829
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Protect,35.269
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Knock Off,20.468
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Thunder Wave,13.212
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Toxic,12.45
2022-02_gen7ou-0.json,Ferrothorn,Moves,,Other,18.514
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Greninja-Ash,25.949
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Pelipper,22.73
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Landorus-Therian,22.203
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Swampert-Mega,21.22
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Tornadus-Therian,17.387
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Tapu Koko,14.946
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Gliscor,10.717
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Heatran,10.432
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Toxapex,10.11
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Rotom-Wash,9.777
2022-02_gen7ou-0.json,Ferrothorn,Teammates,,Azumarill,8.382
2022-02_gen7ou-0.json,Heatran,Stats,Raw count,,63717
2022-02_gen7ou-0.json,Heatran,Stats,Avg. weight,,1.0
2022-02_gen7ou-0.json,Heatran,Stats,Viability Ceiling,,95
2022-02_gen7ou-0.json,Heatran,Stats,Timid,,14.155
2022-02_gen7ou-0.json,Heatran,Stats,Calm,,4.718
2022-02_gen7ou-0.json,Heatran,Stats,Modest,,4.335
2022-02_gen7ou-0.json,Heatran,Abilities,,Flash Fire,100.0
2022-02_gen7ou-0.json,Heatran,Items,,Leftovers,65.791
2022-02_gen7ou-0.json,Heatran,Items,,Air Balloon,9.387
2022-02_gen7ou-0.json,Heatran,Items,,Firium Z,5.129
2022-02_gen7ou-0.json,Heatran,Items,,Choice Specs,3.418
2022-02_gen7ou-0.json,Heatran,Items,,Steelium Z,3.051
2022-02_gen7ou-0.json,Heatran,Items,,Assault Vest,3.007
2022-02_gen7ou-0.json,Heatran,Items,,Grassium Z,2.897
2022-02_gen7ou-0.json,Heatran,Items,,Choice Scarf,2.812
2022-02_gen7ou-0.json,Heatran,Items,,Other,4.507
2022-02_gen7ou-0.json,Heatran,Spreads,,Other,53.557
2022-02_gen7ou-0.json,Heatran,Moves,,Earth Power,66.933
2022-02_gen7ou-0.json,Heatran,Moves,,Stealth Rock,58.892
2022-02_gen7ou-0.json,Heatran,Moves,,Magma Storm,52.248
2022-02_gen7ou-0.json,Heatran,Moves,,Toxic,51.561
2022-02_gen7ou-0.json,Heatran,Moves,,Taunt,41.446
2022-02_gen7ou-0.json,Heatran,Moves,,Lava Plume,39.894
2022-02_gen7ou-0.json,Heatran,Moves,,Flash Cannon,24.879
2022-02_gen7ou-0.json,Heatran,Moves,,Protect,23.138
2022-02_gen7ou-0.json,Heatran,Moves,,Flamethrower,4.62
2022-02_gen7ou-0.json,Heatran,Moves,,Hidden Power Ice,4.416
2022-02_gen7ou-0.json,Heatran,Moves,,Solar Beam,3.614
2022-02_gen7ou-0.json,Heatran,Moves,,Will-O-Wisp,3.053
2022-02_gen7ou-0.json,Heatran,Moves,,Eruption,2.966
2022-02_gen7ou-0.json,Heatran,Moves,,Fire Blast,2.586
2022-02_gen7ou-0.json,Heatran,Moves,,Other,19.753
2022-02_gen7ou-0.json,Heatran,Teammates,,Landorus-Therian,34.429
2022-02_gen7ou-0.json,Heatran,Teammates,,Chansey,17.06
2022-02_gen7ou-0.json,Heatran,Teammates,,Skarmory,16.854
2022-02_gen7ou-0.json,Heatran,Teammates,,Keldeo,15.701
2022-02_gen7ou-0.json,Heatran,Teammates,,Venusaur-Mega,15.095
2022-02_gen7ou-0.json,Heatran,Teammates,,Greninja-Ash,14.764
2022-02_gen7ou-0.json,Heatran,Teammates,,Bisharp,13.662
2022-02_gen7ou-0.json,Heatran,Teammates,,Ferrothorn,12.463
