source,pokemon,category,type,name,usage
2020-08_gen6ou-0.json,Garchomp,Stats,Raw count,,16186
2020-08_gen6ou-0.json,Garchomp,Stats,Avg. weight,,1.0
2020-08_gen6ou-0.json,Garchomp,Stats,Viability Ceiling,,92
2020-08_gen6ou-0.json,Garchomp,Stats,Jolly,,7.247
2020-08_gen6ou-0.json,Garchomp,Stats,Impish,,3.725
2020-08_gen6ou-0.json,Garchomp,Stats,Naive,,4.269
2020-08_gen6ou-0.json,Garchomp,Abilities,,Rough Skin,92.586
2020-08_gen6ou-0.json,Garchomp,Abilities,,Sand Veil,7.414
2020-08_gen6ou-0.json,Garchomp,Items,,Rocky Helmet,43.692
2020-08_gen6ou-0.json,Garchomp,Items,,Life Orb,13.919
2020-08_gen6ou-0.json,Garchomp,Items,,Choice Scarf,13.66
2020-08_gen6ou-0.json,Garchomp,Items,,Leftovers,7.012
2020-08_gen6ou-0.json,Garchomp,Items,,Focus Sash,5.925
2020-08_gen6ou-0.json,Garchomp,Items,,Lum Berry,3.602
2020-08_gen6ou-0.json,Garchomp,Items,,Yache Berry,3.423
2020-08_gen6ou-0.json,Garchomp,Items,,Choice Band,2.274
2020-08_gen6ou-0.json,Garchomp,Items,,Assault Vest,0.951
2020-08_gen6ou-0.json,Garchomp,Items,,Nothing,0.686
2020-08_gen6ou-0.json,Garchomp,Items,,Other,4.856
2020-08_gen6ou-0.json,Garchomp,Spreads,,Other,45.731
2020-08_gen6ou-0.json,Garchomp,Moves,,Earthquake,96.794
2020-08_gen6ou-0.json,Garchomp,Moves,,Stealth Rock,50.161
2020-08_gen6ou-0.json,Garchomp,Moves,,Dragon Claw,37.007
2020-08_gen6ou-0.json,Garchomp,Moves,,Swords Dance,30.156
2020-08_gen6ou-0.json,Garchomp,Moves,,Dragon Tail,29.989
2020-08_gen6ou-0.json,Garchomp,Moves,,Outrage,25.559
2020-08_gen6ou-0.json,Garchomp,Moves,,Fire Blast,23.687
2020-08_gen6ou-0.json,Garchomp,Moves,,Stone Edge,19.325
2020-08_gen6ou-0.json,Garchomp,Moves,,Fire Fang,14.105
2020-08_gen6ou-0.json,Garchomp,Moves,,Toxic,12.795
2020-08_gen6ou-0.json,Garchomp,Moves,,Poison Jab,9.817
2020-08_gen6ou-0.json,Garchomp,Moves,,Iron Head,9.076
2020-08_gen6ou-0.json,Garchomp,Moves,,Crunch,5.579
2020-08_gen6ou-0.json,Garchomp,Moves,,Dragon Rush,4.288
2020-08_gen6ou-0.json,Garchomp,Moves,,Brick Break,4.146
2020-08_gen6ou-0.json,Garchomp,Moves,,Rock Slide,3.435
2020-08_gen6ou-0.json,Garchomp,Moves,,Draco Meteor,3.244
2020-08_gen6ou-0.json,Garchomp,Moves,,Aqua Tail,2.978
2020-08_gen6ou-0.json,Garchomp,Moves,,Other,17.861
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Raw count,,16138
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Avg. weight,,1.0
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Viability Ceiling,,93
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Jolly,,4.077
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Impish,,9.989
2020-08_gen6ou-0.json,Landorus-Therian,Stats,Adamant,,4.573
2020-08_gen6ou-0.json,Landorus-Therian,Abilities,,Intimidate,100.0
2020-08_gen6ou-0.json,Landorus-Therian,Items,,Choice Scarf,42.217
2020-08_gen6ou-0.json,Landorus-Therian,Items,,Rocky Helmet,22.735
